交易日期,股票代码,总市值,是否交易,最后一天涨跌幅,交易天数,下月涨幅
2011-07-31,sh600001,14899055250.0,0,0.0,0,0.0
2011-08-31,sh600001,14899055250.0,0,0.0,0,0.0
2011-09-30,sh600001,14899055250.0,0,0.0,0,0.0
2011-10-31,sh600001,14899055250.0,0,0.0,0,0.0
2011-11-30,sh600001,14899055250.0,0,0.0,0,0.0
2011-12-31,sh600001,14899055250.0,0,0.0,0,0.0
2012-01-31,sh600001,14899055250.0,0,0.0,0,0.0
2012-02-29,sh600001,14899055250.0,0,0.0,0,0.0
2012-03-31,sh600001,14899055250.0,0,0.0,0,0.0
2012-04-30,sh600001,14899055250.0,0,0.0,0,0.0
2012-05-31,sh600001,14899055250.0,0,0.0,0,0.0
2012-06-30,sh600001,14899055250.0,0,0.0,0,0.0
2012-07-31,sh600001,14899055250.0,0,0.0,0,0.0
2012-08-31,sh600001,14899055250.0,0,0.0,0,0.0
2012-09-30,sh600001,14899055250.0,0,0.0,0,0.0
2012-10-31,sh600001,14899055250.0,0,0.0,0,0.0
2012-11-30,sh600001,14899055250.0,0,0.0,0,0.0
2012-12-31,sh600001,14899055250.0,0,0.0,0,0.0
2013-01-31,sh600001,14899055250.0,0,0.0,0,0.0
2013-02-28,sh600001,14899055250.0,0,0.0,0,0.0
2013-03-31,sh600001,14899055250.0,0,0.0,0,0.0
2013-04-30,sh600001,14899055250.0,0,0.0,0,0.0
2013-05-31,sh600001,14899055250.0,0,0.0,0,0.0
2013-06-30,sh600001,14899055250.0,0,0.0,0,0.0
2013-07-31,sh600001,14899055250.0,0,0.0,0,0.0
2013-08-31,sh600001,14899055250.0,0,0.0,0,0.0
2013-09-30,sh600001,14899055250.0,0,0.0,0,0.0
2013-10-31,sh600001,14899055250.0,0,0.0,0,0.0
2013-11-30,sh600001,14899055250.0,0,0.0,0,0.0
2013-12-31,sh600001,14899055250.0,0,0.0,0,0.0
2014-01-31,sh600001,14899055250.0,0,0.0,0,0.0
2014-02-28,sh600001,14899055250.0,0,0.0,0,0.0
2014-03-31,sh600001,14899055250.0,0,0.0,0,0.0
2014-04-30,sh600001,14899055250.0,0,0.0,0,0.0
2014-05-31,sh600001,14899055250.0,0,0.0,0,0.0
2014-06-30,sh600001,14899055250.0,0,0.0,0,0.0
2014-07-31,sh600001,14899055250.0,0,0.0,0,0.0
2014-08-31,sh600001,14899055250.0,0,0.0,0,0.0
2014-09-30,sh600001,14899055250.0,0,0.0,0,0.0
2014-10-31,sh600001,14899055250.0,0,0.0,0,0.0
2014-11-30,sh600001,14899055250.0,0,0.0,0,0.0
2014-12-31,sh600001,14899055250.0,0,0.0,0,0.0
2015-01-31,sh600001,14899055250.0,0,0.0,0,0.0
2015-02-28,sh600001,14899055250.0,0,0.0,0,0.0
2015-03-31,sh600001,14899055250.0,0,0.0,0,0.0
2015-04-30,sh600001,14899055250.0,0,0.0,0,0.0
2015-05-31,sh600001,14899055250.0,0,0.0,0,0.0
2015-06-30,sh600001,14899055250.0,0,0.0,0,0.0
2015-07-31,sh600001,14899055250.0,0,0.0,0,0.0
2015-08-31,sh600001,14899055250.0,0,0.0,0,0.0
2015-09-30,sh600001,14899055250.0,0,0.0,0,0.0
2015-10-31,sh600001,14899055250.0,0,0.0,0,0.0
2015-11-30,sh600001,14899055250.0,0,0.0,0,0.0
2015-12-31,sh600001,14899055250.0,0,0.0,0,0.0
2016-01-31,sh600001,14899055250.0,0,0.0,0,0.0
2016-02-29,sh600001,14899055250.0,0,0.0,0,0.0
2016-03-31,sh600001,14899055250.0,0,0.0,0,0.0
2016-04-30,sh600001,14899055250.0,0,0.0,0,0.0
2016-05-31,sh600001,14899055250.0,0,0.0,0,0.0
2016-06-30,sh600001,14899055250.0,0,0.0,0,0.0
2016-07-31,sh600001,14899055250.0,0,0.0,0,0.0
2016-08-31,sh600001,14899055250.0,0,0.0,0,0.0
2016-09-30,sh600001,14899055250.0,0,0.0,0,0.0
2016-10-31,sh600001,14899055250.0,0,0.0,0,0.0
2016-11-30,sh600001,14899055250.0,0,0.0,0,0.0
2016-12-31,sh600001,14899055250.0,0,0.0,0,0.0
2017-01-31,sh600001,14899055250.0,0,0.0,0,0.0
2017-02-28,sh600001,14899055250.0,0,0.0,0,0.0
2017-03-31,sh600001,14899055250.0,0,0.0,0,
1998-04-30,sh600002,10842000000.0,1,-0.003584,17,-0.0287759976004
1998-05-31,sh600002,10530000000.0,1,0.007463,20,-0.0629611275603
1998-06-30,sh600002,9867000000.0,1,0.0,22,0.0474302569735
1998-07-31,sh600002,10335000000.0,1,-0.009346,23,-0.16981242517
1998-08-31,sh600002,8580000000.0,1,0.002278,21,0.0840908219997
1998-09-30,sh600002,9301500000.0,1,0.012739,22,-0.0838605979785
1998-10-31,sh600002,8521500000.0,1,0.0,20,0.0137289724662
1998-11-30,sh600002,8638500000.0,1,0.004535,21,-0.0225748224649
1998-12-31,sh600002,8443500000.0,1,0.006977,23,0.00923828422946
1999-01-31,sh600002,8521500000.0,1,-0.002283,20,-0.0389018664757
1999-02-28,sh600002,8190000000.0,1,0.016949,7,0.0714251973193
1999-03-31,sh600002,8775000000.0,1,0.002227,23,-0.0177771210809
1999-04-30,sh600002,8619000000.0,1,0.002268,22,0.0452482923753
1999-05-31,sh600002,9009000000.0,0,0.0,19,0.409920894962
1999-06-30,sh600002,12343500000.0,1,-0.064993,22,-0.10742623962
1999-07-31,sh600002,11017500000.0,1,-0.00703,22,-0.0477870636961
1999-08-31,sh600002,10491000000.0,1,0.007491,22,-0.0334586567284
1999-09-30,sh600002,10140000000.0,1,-0.005736,22,-0.0326933058952
1999-10-31,sh600002,9808500000.0,1,-0.009843,16,-0.095427509678
1999-11-30,sh600002,8872500000.0,1,-0.01087,22,-0.0439565921427
1999-12-31,sh600002,8482500000.0,1,-0.006849,21,0.0275830866655
2000-01-31,sh600002,8716500000.0,1,0.015909,19,0.134228688869
2000-02-29,sh600002,9886500000.0,1,0.001976,12,-0.0138068275727
2000-03-31,sh600002,9750000000.0,1,-0.009901,23,0.0220012659098
2000-04-30,sh600002,9964500000.0,0,0.0,19,0.0410946847248
2000-05-31,sh600002,10374000000.0,1,0.017208,18,0.110901556126
2000-06-30,sh600002,11524500000.0,1,-0.015,22,0.108291700558
2000-07-31,sh600002,12772500000.0,1,-0.012066,21,-0.0961821707475
2000-08-31,sh600002,11544000000.0,1,-0.034258,23,-0.069257488444
2000-09-30,sh600002,10744500000.0,1,0.003643,19,0.0509013886141
2000-10-31,sh600002,11115000000.0,1,0.0,17,0.0982449863738
2000-11-30,sh600002,12207000000.0,1,0.009677,22,-0.0255595864458
2000-12-31,sh600002,11895000000.0,1,0.001642,21,0.0491801116493
2001-01-31,sh600002,12480000000.0,1,0.001565,14,-0.0453126094364
2001-02-28,sh600002,11914500000.0,1,-0.003263,18,0.0409151886981
2001-03-31,sh600002,12402000000.0,1,0.001575,22,-0.0172947967759
2001-04-30,sh600002,12187500000.0,1,0.001603,21,-0.0351987832511
2001-05-31,sh600002,11758500000.0,1,-0.008224,18,0.0497516432263
2001-06-30,sh600002,12343500000.0,1,-0.001577,21,-0.0959233222516
2001-07-31,sh600002,10998000000.0,1,-0.040816,22,-0.129429935087
2001-08-31,sh600002,9574500000.0,1,-0.004057,23,-0.00203706414083
2001-09-30,sh600002,9555000000.0,1,0.014493,20,-0.0612260053666
2001-10-31,sh600002,8970000000.0,1,0.0,18,0.030436465258
2001-11-30,sh600002,9243000000.0,1,0.008511,22,-0.0843862943077
2001-12-31,sh600002,8463000000.0,1,0.0,21,-0.131337137578
2002-01-31,sh600002,7351500000.0,1,0.061972,20,0.0424411241568
2002-02-28,sh600002,7663500000.0,1,-0.012563,10,0.099237357976
2002-03-31,sh600002,8424000000.0,1,-0.029213,21,0.0763897257464
2002-04-30,sh600002,9067500000.0,1,0.015284,22,-0.103225277492
2002-05-31,sh600002,8131500000.0,1,-0.009501,18,0.225417896956
2002-06-30,sh600002,9964500000.0,1,-0.015414,20,-0.0724071735117
2002-07-31,sh600002,9243000000.0,1,-0.020661,22,-0.0253162354347
2002-08-31,sh600002,9009000000.0,1,-0.00431,22,-0.0281389456624
2002-09-30,sh600002,8755500000.0,1,0.011261,20,-0.080176039569
2002-10-31,sh600002,8053500000.0,1,0.002427,16,-0.0435853707263
2002-11-30,sh600002,7702500000.0,1,0.028646,21,-0.0455707460877
2002-12-31,sh600002,7351500000.0,1,-0.005277,22,0.148541487659
2003-01-31,sh600002,8443500000.0,1,-0.015909,19,0.0161675505657
2003-02-28,sh600002,8580000000.0,1,-0.011236,15,0.0840897611166
2003-03-31,sh600002,9301500000.0,1,0.025806,21,0.113206276986
2003-04-30,sh600002,10354500000.0,1,0.055666,22,0.0753273195361
2003-05-31,sh600002,11134500000.0,1,-0.025597,15,-0.0630463943322
2003-06-30,sh600002,10432500000.0,0,0.0,20,-0.0224313483093
2003-07-31,sh600002,10198500000.0,1,0.0,23,-0.04397837358
2003-08-31,sh600002,9750000000.0,1,0.0,21,0.0440018503711
2003-09-30,sh600002,10179000000.0,1,0.033663,22,0.0632192882438
2003-10-31,sh600002,10822500000.0,1,-0.005376,18,0.11892050291
2003-11-30,sh600002,12109500000.0,1,0.001613,20,0.159421005184
2003-12-31,sh600002,14040000000.0,1,-0.036145,23,0.144445696701
2004-01-31,sh600002,16068000000.0,1,-0.04186,13,0.309467610296
2004-02-29,sh600002,21040500000.0,1,-0.016408,20,-0.017608214241
2004-03-31,sh600002,20670000000.0,1,0.017274,23,-0.0971693987201
2004-04-30,sh600002,18661500000.0,1,0.063333,21,-0.098222502935
2004-05-31,sh600002,16828500000.0,1,0.002323,16,0.131773785906
2004-06-30,sh600002,18837000000.0,1,-0.009231,22,-0.127329768529
2004-07-31,sh600002,16438500000.0,1,-0.06541,22,0.0415199253201
2004-08-31,sh600002,17121000000.0,1,0.012687,22,0.134398675012
2004-09-30,sh600002,19422000000.0,1,0.008097,22,-0.161646552206
2004-10-31,sh600002,16282500000.0,1,0.009674,16,-0.0191633082802
2004-11-30,sh600002,15970500000.0,1,0.00738,22,-0.136753208999
2004-12-31,sh600002,13786500000.0,1,-0.018056,23,-0.140028032155
2005-01-31,sh600002,11856000000.0,1,0.039316,20,0.190789682976
2005-02-28,sh600002,14118000000.0,1,-0.004127,13,-0.102210260462
2005-03-31,sh600002,12675000000.0,1,-0.025487,23,0.180001635056
2005-04-30,sh600002,14956500000.0,0,0.0,20,-0.220339954412
2005-05-31,sh600002,11661000000.0,1,-0.01157,17,0.0667917430512
2005-06-30,sh600002,12090000000.0,1,-0.025157,22,0.112901838329
2005-07-31,sh600002,13455000000.0,1,0.001451,21,-0.021738957823
2005-08-31,sh600002,13162500000.0,1,0.008969,23,-0.0148142147564
2005-09-30,sh600002,12967500000.0,1,0.007576,22,0.00601646036457
2005-10-31,sh600002,13045500000.0,1,0.024502,16,0.0777308473202
2005-11-30,sh600002,14059500000.0,1,0.022695,22,0.217751920166
2005-12-31,sh600002,17121000000.0,1,-0.001138,22,-0.05011412399
2006-01-31,sh600002,16263000000.0,1,0.008464,16,0.205034777681
2006-02-28,sh600002,19597500000.0,1,-0.001986,10,0.00597000648355
2006-03-31,sh600002,19714500000.0,1,0.00099,23,-0.001978811122
2006-04-30,sh600002,19675500000.0,0,0.0,4,0.0
2006-05-31,sh600002,19675500000.0,0,0.0,0,0.0
2006-06-30,sh600002,19675500000.0,0,0.0,0,0.0
2006-07-31,sh600002,19675500000.0,0,0.0,0,0.0
2006-08-31,sh600002,19675500000.0,0,0.0,0,0.0
2006-09-30,sh600002,19675500000.0,0,0.0,0,0.0
2006-10-31,sh600002,19675500000.0,0,0.0,0,0.0
2006-11-30,sh600002,19675500000.0,0,0.0,0,0.0
2006-12-31,sh600002,19675500000.0,0,0.0,0,0.0
2007-01-31,sh600002,19675500000.0,0,0.0,0,0.0
2007-02-28,sh600002,19675500000.0,0,0.0,0,0.0
2007-03-31,sh600002,19675500000.0,0,0.0,0,0.0
2007-04-30,sh600002,19675500000.0,0,0.0,0,0.0
2007-05-31,sh600002,19675500000.0,0,0.0,0,0.0
2007-06-30,sh600002,19675500000.0,0,0.0,0,0.0
2007-07-31,sh600002,19675500000.0,0,0.0,0,0.0
2007-08-31,sh600002,19675500000.0,0,0.0,0,0.0
2007-09-30,sh600002,19675500000.0,0,0.0,0,0.0
2007-10-31,sh600002,19675500000.0,0,0.0,0,0.0
2007-11-30,sh600002,19675500000.0,0,0.0,0,0.0
2007-12-31,sh600002,19675500000.0,0,0.0,0,0.0
2008-01-31,sh600002,19675500000.0,0,0.0,0,0.0
2008-02-29,sh600002,19675500000.0,0,0.0,0,0.0
2008-03-31,sh600002,19675500000.0,0,0.0,0,0.0
2008-04-30,sh600002,19675500000.0,0,0.0,0,0.0
2008-05-31,sh600002,19675500000.0,0,0.0,0,0.0
2008-06-30,sh600002,19675500000.0,0,0.0,0,0.0
2008-07-31,sh600002,19675500000.0,0,0.0,0,0.0
2008-08-31,sh600002,19675500000.0,0,0.0,0,0.0
2008-09-30,sh600002,19675500000.0,0,0.0,0,0.0
2008-10-31,sh600002,19675500000.0,0,0.0,0,0.0
2008-11-30,sh600002,19675500000.0,0,0.0,0,0.0
2008-12-31,sh600002,19675500000.0,0,0.0,0,0.0
2009-01-31,sh600002,19675500000.0,0,0.0,0,0.0
2009-02-28,sh600002,19675500000.0,0,0.0,0,0.0
2009-03-31,sh600002,19675500000.0,0,0.0,0,0.0
2009-04-30,sh600002,19675500000.0,0,0.0,0,0.0
2009-05-31,sh600002,19675500000.0,0,0.0,0,0.0
2009-06-30,sh600002,19675500000.0,0,0.0,0,0.0
2009-07-31,sh600002,19675500000.0,0,0.0,0,0.0
2009-08-31,sh600002,19675500000.0,0,0.0,0,0.0
2009-09-30,sh600002,19675500000.0,0,0.0,0,0.0
2009-10-31,sh600002,19675500000.0,0,0.0,0,0.0
2009-11-30,sh600002,19675500000.0,0,0.0,0,0.0
2009-12-31,sh600002,19675500000.0,0,0.0,0,0.0
2010-01-31,sh600002,19675500000.0,0,0.0,0,0.0
2010-02-28,sh600002,19675500000.0,0,0.0,0,0.0
2010-03-31,sh600002,19675500000.0,0,0.0,0,0.0
2010-04-30,sh600002,19675500000.0,0,0.0,0,0.0
2010-05-31,sh600002,19675500000.0,0,0.0,0,0.0
2010-06-30,sh600002,19675500000.0,0,0.0,0,0.0
2010-07-31,sh600002,19675500000.0,0,0.0,0,0.0
2010-08-31,sh600002,19675500000.0,0,0.0,0,0.0
2010-09-30,sh600002,19675500000.0,0,0.0,0,0.0
2010-10-31,sh600002,19675500000.0,0,0.0,0,0.0
2010-11-30,sh600002,19675500000.0,0,0.0,0,0.0
2010-12-31,sh600002,19675500000.0,0,0.0,0,0.0
2011-01-31,sh600002,19675500000.0,0,0.0,0,0.0
2011-02-28,sh600002,19675500000.0,0,0.0,0,0.0
2011-03-31,sh600002,19675500000.0,0,0.0,0,0.0
2011-04-30,sh600002,19675500000.0,0,0.0,0,0.0
2011-05-31,sh600002,19675500000.0,0,0.0,0,0.0
2011-06-30,sh600002,19675500000.0,0,0.0,0,0.0
2011-07-31,sh600002,19675500000.0,0,0.0,0,0.0
2011-08-31,sh600002,19675500000.0,0,0.0,0,0.0
2011-09-30,sh600002,19675500000.0,0,0.0,0,0.0
2011-10-31,sh600002,19675500000.0,0,0.0,0,0.0
2011-11-30,sh600002,19675500000.0,0,0.0,0,0.0
2011-12-31,sh600002,19675500000.0,0,0.0,0,0.0
2012-01-31,sh600002,19675500000.0,0,0.0,0,0.0
2012-02-29,sh600002,19675500000.0,0,0.0,0,0.0
2012-03-31,sh600002,19675500000.0,0,0.0,0,0.0
2012-04-30,sh600002,19675500000.0,0,0.0,0,0.0
2012-05-31,sh600002,19675500000.0,0,0.0,0,0.0
2012-06-30,sh600002,19675500000.0,0,0.0,0,0.0
2012-07-31,sh600002,19675500000.0,0,0.0,0,0.0
2012-08-31,sh600002,19675500000.0,0,0.0,0,0.0
2012-09-30,sh600002,19675500000.0,0,0.0,0,0.0
2012-10-31,sh600002,19675500000.0,0,0.0,0,0.0
2012-11-30,sh600002,19675500000.0,0,0.0,0,0.0
2012-12-31,sh600002,19675500000.0,0,0.0,0,0.0
2013-01-31,sh600002,19675500000.0,0,0.0,0,0.0
2013-02-28,sh600002,19675500000.0,0,0.0,0,0.0
2013-03-31,sh600002,19675500000.0,0,0.0,0,0.0
2013-04-30,sh600002,19675500000.0,0,0.0,0,0.0
2013-05-31,sh600002,19675500000.0,0,0.0,0,0.0
2013-06-30,sh600002,19675500000.0,0,0.0,0,0.0
2013-07-31,sh600002,19675500000.0,0,0.0,0,0.0
2013-08-31,sh600002,19675500000.0,0,0.0,0,0.0
2013-09-30,sh600002,19675500000.0,0,0.0,0,0.0
2013-10-31,sh600002,19675500000.0,0,0.0,0,0.0
2013-11-30,sh600002,19675500000.0,0,0.0,0,0.0
2013-12-31,sh600002,19675500000.0,0,0.0,0,0.0
2014-01-31,sh600002,19675500000.0,0,0.0,0,0.0
2014-02-28,sh600002,19675500000.0,0,0.0,0,0.0
2014-03-31,sh600002,19675500000.0,0,0.0,0,0.0
2014-04-30,sh600002,19675500000.0,0,0.0,0,0.0
2014-05-31,sh600002,19675500000.0,0,0.0,0,0.0
2014-06-30,sh600002,19675500000.0,0,0.0,0,0.0
2014-07-31,sh600002,19675500000.0,0,0.0,0,0.0
2014-08-31,sh600002,19675500000.0,0,0.0,0,0.0
2014-09-30,sh600002,19675500000.0,0,0.0,0,0.0
2014-10-31,sh600002,19675500000.0,0,0.0,0,0.0
2014-11-30,sh600002,19675500000.0,0,0.0,0,0.0
2014-12-31,sh600002,19675500000.0,0,0.0,0,0.0
2015-01-31,sh600002,19675500000.0,0,0.0,0,0.0
2015-02-28,sh600002,19675500000.0,0,0.0,0,0.0
2015-03-31,sh600002,19675500000.0,0,0.0,0,0.0
2015-04-30,sh600002,19675500000.0,0,0.0,0,0.0
2015-05-31,sh600002,19675500000.0,0,0.0,0,0.0
2015-06-30,sh600002,19675500000.0,0,0.0,0,0.0
2015-07-31,sh600002,19675500000.0,0,0.0,0,0.0
2015-08-31,sh600002,19675500000.0,0,0.0,0,0.0
2015-09-30,sh600002,19675500000.0,0,0.0,0,0.0
2015-10-31,sh600002,19675500000.0,0,0.0,0,0.0
2015-11-30,sh600002,19675500000.0,0,0.0,0,0.0
2015-12-31,sh600002,19675500000.0,0,0.0,0,0.0
2016-01-31,sh600002,19675500000.0,0,0.0,0,0.0
2016-02-29,sh600002,19675500000.0,0,0.0,0,0.0
2016-03-31,sh600002,19675500000.0,0,0.0,0,0.0
2016-04-30,sh600002,19675500000.0,0,0.0,0,0.0
2016-05-31,sh600002,19675500000.0,0,0.0,0,0.0
2016-06-30,sh600002,19675500000.0,0,0.0,0,0.0
2016-07-31,sh600002,19675500000.0,0,0.0,0,0.0
2016-08-31,sh600002,19675500000.0,0,0.0,0,0.0
2016-09-30,sh600002,19675500000.0,0,0.0,0,0.0
2016-10-31,sh600002,19675500000.0,0,0.0,0,0.0
2016-11-30,sh600002,19675500000.0,0,0.0,0,0.0
2016-12-31,sh600002,19675500000.0,0,0.0,0,0.0
2017-01-31,sh600002,19675500000.0,0,0.0,0,0.0
2017-02-28,sh600002,19675500000.0,0,0.0,0,0.0
2017-03-31,sh600002,19675500000.0,0,0.0,0,
1999-08-31,sh600003,8007120000.0,1,0.007634,16,-0.0121209387716
1999-09-30,sh600003,7910064000.0,1,-0.00458,22,-0.0598180901239
1999-10-31,sh600003,7436916000.0,1,-0.017628,16,-0.0750418673576
1999-11-30,sh600003,6878844000.0,1,0.0,22,-0.11463749751
1999-12-31,sh600003,6090264000.0,1,0.001996,21,0.00995925079425
2000-01-31,sh600003,6150924000.0,1,0.005952,19,0.276136197296
2000-02-29,sh600003,7849404000.0,1,-0.040059,12,0.0200933795939
2000-03-31,sh600003,8007120000.0,1,-0.036496,23,-0.0257605513519
2000-04-30,sh600003,7800876000.0,1,0.0,20,0.038878053935
2000-05-31,sh600003,8104176000.0,1,0.009063,17,0.0673645013013
2000-06-30,sh600003,8650116000.0,1,0.0,22,-0.0156184625398
2000-07-31,sh600003,8443872000.0,1,0.004329,21,-0.0057477592683
2000-08-31,sh600003,8395344000.0,1,-0.026723,23,-0.0881521067141
2000-09-30,sh600003,7655292000.0,1,0.011218,21,-0.0031696953451
2000-10-31,sh600003,7631028000.0,1,-0.001587,17,0.0747204578593
2000-11-30,sh600003,8201232000.0,1,0.001481,22,-0.0355019186623
2000-12-31,sh600003,7910064000.0,1,0.017161,21,0.0720869077489
2001-01-31,sh600003,8480268000.0,1,0.008658,14,-0.0429174829869
2001-02-28,sh600003,8116308000.0,1,0.004505,18,0.0254107865939
2001-03-31,sh600003,8322552000.0,1,-0.001456,22,0.0029167112955
2001-04-30,sh600003,8346816000.0,1,0.008798,21,-0.0116290073623
2001-05-31,sh600003,8249760000.0,1,0.004431,17,0.041087210915
2001-06-30,sh600003,8504532000.0,1,0.010086,20,-0.142654176146
2001-07-31,sh600003,7291332000.0,1,-0.032206,22,-0.0266219044553
2001-08-31,sh600003,7097220000.0,1,0.0,23,-0.0547019913152
2001-09-30,sh600003,6708996000.0,1,0.005455,20,-0.0361648999103
2001-10-31,sh600003,6466356000.0,1,0.00188,18,0.0750481058053
2001-11-30,sh600003,6951636000.0,1,0.017762,22,-0.0715514499422
2001-12-31,sh600003,6454224000.0,0,0.0,20,-0.0977442065681
2002-01-31,sh600003,5823360000.0,1,0.064302,20,0.0291673909871
2002-02-28,sh600003,5993208000.0,1,-0.01002,10,0.0708517618284
2002-03-31,sh600003,6417828000.0,1,-0.034672,21,0.0132354045217
2002-04-30,sh600003,6502752000.0,1,-0.003717,22,-0.102612158573
2002-05-31,sh600003,5835492000.0,1,-0.01636,17,0.232845767291
2002-06-30,sh600003,7194276000.0,1,-0.011667,20,-0.0762859412323
2002-07-31,sh600003,6587676000.0,1,-0.012727,22,0.0147313553884
2002-08-31,sh600003,6684732000.0,1,-0.003617,21,-0.0798558374648
2002-09-30,sh600003,6150924000.0,1,0.001976,20,-0.027612671683
2002-10-31,sh600003,5981076000.0,1,-0.006048,18,-0.0263681113082
2002-11-30,sh600003,5823360000.0,1,0.0,21,-0.0604180747923
2002-12-31,sh600003,5471532000.0,1,-0.004415,21,0.0665191657349
2003-01-31,sh600003,5835492000.0,1,-0.004141,20,0.0207907878498
2003-02-28,sh600003,5956812000.0,1,0.022917,15,0.00203702710073
2003-03-31,sh600003,5968944000.0,1,0.008197,21,-0.0243905397307
2003-04-30,sh600003,5823360000.0,1,0.008403,22,0.052082507124
2003-05-31,sh600003,6126660000.0,1,-0.005906,14,-0.081186160214
2003-06-30,sh600003,5629248000.0,1,-0.006424,21,-0.0172435698568
2003-07-31,sh600003,5532192000.0,1,-0.002188,23,0.00219127507872
2003-08-31,sh600003,5544324000.0,1,0.017817,21,-0.0153193700669
2003-09-30,sh600003,5459400000.0,1,0.03211,22,-0.0111117028887
2003-10-31,sh600003,5398740000.0,1,0.006787,17,0.0404471197816
2003-11-30,sh600003,5617116000.0,1,0.002165,20,0.0129584847209
2003-12-31,sh600003,5689908000.0,1,-0.018828,23,0.0575671242182
2004-01-31,sh600003,6017472000.0,1,-0.00998,13,0.0201600126796
2004-02-29,sh600003,6138792000.0,1,0.016064,20,0.00790472915764
2004-03-31,sh600003,6187320000.0,1,0.005917,23,-0.0588220190979
2004-04-30,sh600003,5823360000.0,1,0.0,22,-0.00208204401627
2004-05-31,sh600003,5811228000.0,1,0.002092,15,-0.0855964074477
2004-06-30,sh600003,5313816000.0,1,-0.011287,22,-0.0456606539948
2004-07-31,sh600003,5071176000.0,1,-0.01182,22,-0.0526304970469
2004-08-31,sh600003,4804272000.0,1,0.017995,21,-0.00536880074834
2004-09-30,sh600003,4719348000.0,1,-0.0275,22,-0.0411316705179
2004-10-31,sh600003,4525236000.0,1,-0.028646,16,-1.71102169566e-06
2004-11-30,sh600003,4525236000.0,1,-0.005333,22,-0.093833440933
2004-12-31,sh600003,4100616000.0,1,-0.017442,23,-0.239644443841
2005-01-31,sh600003,3117924000.0,1,-0.072202,19,0.128406599363
2005-02-28,sh600003,3518280000.0,1,-0.016949,13,-0.0689659796574
2005-03-31,sh600003,3275640000.0,1,-0.018182,23,-0.0185196199531
2005-04-30,sh600003,3214980000.0,1,0.007605,21,-0.0301903144794
2005-05-31,sh600003,3117924000.0,1,-0.007722,16,0.0233443398052
2005-06-30,sh600003,3190716000.0,1,-0.018657,22,-0.0380229930899
2005-07-31,sh600003,3069396000.0,0,0.0,20,0.0869590397664
2005-08-31,sh600003,3336300000.0,1,0.026119,23,0.00727395631656
2005-09-30,sh600003,3360564000.0,1,-0.007168,22,-0.0469320276816
2005-10-31,sh600003,3202848000.0,1,0.007634,16,-0.0151512692473
2005-11-30,sh600003,3154320000.0,1,0.007752,22,0.0192320958924
2005-12-31,sh600003,3214980000.0,1,-0.01487,22,0.0641498259366
2006-01-31,sh600003,3421224000.0,1,-0.003534,16,-0.00709249296527
2006-02-28,sh600003,3396960000.0,1,-0.003559,17,-0.0500000584967
2006-03-31,sh600003,3227112000.0,1,0.0,23,0.10150119813
2006-04-30,sh600003,3554676000.0,1,0.017361,20,0.211603123839
2006-05-31,sh600003,4306860000.0,1,0.017192,18,0.0619726265459
2006-06-30,sh600003,4573764000.0,1,0.018919,21,-0.0238720522179
2006-07-31,sh600003,4464576000.0,1,-0.031579,21,-0.0187902562137
2006-08-31,sh600003,4318992000.0,1,0.008499,23,0.0477534184467
2006-09-30,sh600003,4525236000.0,1,-0.020997,20,-0.0107221141797
2006-10-31,sh600003,4476708000.0,1,0.016529,17,0.00813061462218
2006-11-30,sh600003,4513104000.0,1,0.005405,22,0.0322581525486
2006-12-31,sh600003,4658688000.0,0,0.0,11,0.1562496163
2007-01-31,sh600003,5386608000.0,0,0.0,3,0.335990297311
2007-02-28,sh600003,5410872000.0,1,0.059382,10,0.16592006507
2007-03-31,sh600003,6308640000.0,1,-0.001919,22,0.530770019558
2007-04-30,sh600003,9657072000.0,1,-0.017284,21,-0.00376712252407
2007-05-31,sh600003,9620676000.0,1,-0.050299,17,-0.261033498977
2007-06-30,sh600003,7109352000.0,1,-0.034596,21,0.0511951909838
2007-07-31,sh600003,7473312000.0,1,-0.001621,21,0.139611257526
2007-08-31,sh600003,8516664000.0,1,-0.005666,23,-0.069801217532
2007-09-30,sh600003,7922196000.0,1,0.025118,20,-0.119448089355
2007-10-31,sh600003,6975900000.0,1,0.032316,18,-0.0643483937046
2007-11-30,sh600003,6527016000.0,1,-0.016453,22,0.154274223483
2007-12-31,sh600003,7533972000.0,1,0.004854,14,-0.0289875504782
2008-01-31,sh600003,7315596000.0,1,-0.032103,21,0.0887745142098
2008-02-29,sh600003,7885800000.0,1,0.033386,16,-0.104616479256
2008-03-31,sh600003,7060824000.0,1,-0.041186,21,-0.0927847963799
2008-04-30,sh600003,6405696000.0,1,0.015385,21,-0.106062244922
2008-05-31,sh600003,5726304000.0,1,0.002123,20,-0.233051131451
2008-06-30,sh600003,4391784000.0,0,0.0,19,-0.0580106553682
2008-07-31,sh600003,4137012000.0,1,-0.03125,22,-0.149560251518
2008-08-31,sh600003,3518280000.0,1,0.028369,21,-0.0344850942409
2008-09-30,sh600003,3396960000.0,1,0.007194,18,-0.23928601837
2008-10-31,sh600003,2584116000.0,1,-0.049107,20,-0.00469278825649
2008-11-30,sh600003,2571984000.0,1,-0.031963,20,0.117924157951
2008-12-31,sh600003,2875284000.0,1,-0.032653,22,0.143460167325
2009-01-31,sh600003,3287772000.0,1,-0.007326,15,0.317344559911
2009-02-28,sh600003,4331124000.0,1,-0.050532,20,0.0840336325301
